query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g8960.t1,TRP,,Q9BX84,4.22e-18,"Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]",calcium ion transmembrane transport [GO:0070588]; magnesium ion transmembrane transport [GO:1903830]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262]; response to toxic substance [GO:0009636],GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005634; GO:0005886; GO:0009636; GO:0015085; GO:0015095; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0070588; GO:0098655; GO:0106310; GO:1903830,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; nucleus [GO:0005634]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion transmembrane transporter activity [GO:0015085]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],Transient receptor potential cation channel subfamily M member 6
Porites_compressa_HIv1___RNAseq.g9090.t1,calcium,,B8UU59,0,Polycystin-1-related protein (Polycystic kidney disease 1-related protein),calcium ion transport [GO:0006816],GO:0005261; GO:0005886; GO:0005929; GO:0006816,cilium [GO:0005929]; plasma membrane [GO:0005886],monoatomic cation channel activity [GO:0005261],Polycystin-1-related protein
Porites_compressa_HIv1___RNAseq.g9091.t1,calcium,,B8UU59,0,Polycystin-1-related protein (Polycystic kidney disease 1-related protein),calcium ion transport [GO:0006816],GO:0005261; GO:0005886; GO:0005929; GO:0006816,cilium [GO:0005929]; plasma membrane [GO:0005886],monoatomic cation channel activity [GO:0005261],Polycystin-1-related protein
Porites_compressa_HIv1___RNAseq.g9103.t1,SLC25,,B0G143,5.44e-92,Mitochondrial substrate carrier family protein ucpB (Solute carrier family 25 member 30 homolog) (Uncoupler protein B),response to cadmium ion [GO:0046686],GO:0005743; GO:0022857; GO:0046686,mitochondrial inner membrane [GO:0005743],transmembrane transporter activity [GO:0022857],Mitochondrial substrate carrier family protein ucpB
Porites_compressa_HIv1___RNAseq.g9366.t1,Bhattacharya2016,ASIC3,Q16515,1.05e-86,"Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive cation channel 1, neuronal) (Amiloride-sensitive cation channel neuronal 1) (Brain sodium channel 1) (BNC1) (BNaC1) (Mammalian degenerin homolog) (MDEG)",cellular response to acidic pH [GO:0071468]; cellular response to xenobiotic stimulus [GO:0071466]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; establishment of localization in cell [GO:0051649]; negative regulation of apoptotic process [GO:0043066]; phototransduction [GO:0007602]; positive regulation of synapse assembly [GO:0051965]; protein localization to synapse [GO:0035418]; regulation of membrane potential [GO:0042391]; regulation of monoatomic ion transmembrane transport [GO:0034765]; regulation of postsynapse assembly [GO:0150052]; regulation of systemic arterial blood pressure by aortic arch baroreceptor feedback [GO:0003026]; regulation of vasoconstriction [GO:0019229]; sensory perception of sound [GO:0007605]; sensory perception of sour taste [GO:0050915]; sodium ion transmembrane transport [GO:0035725]; synapse assembly [GO:0007416],GO:0003026; GO:0005248; GO:0005886; GO:0007416; GO:0007602; GO:0007605; GO:0015280; GO:0019229; GO:0022839; GO:0034765; GO:0035418; GO:0035725; GO:0042391; GO:0043025; GO:0043066; GO:0043197; GO:0050915; GO:0050974; GO:0051649; GO:0051965; GO:0071466; GO:0071468; GO:0098839; GO:0150052; GO:0160125,dendritic spine [GO:0043197]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839],ligand-gated sodium channel activity [GO:0015280]; monoatomic ion-gated channel activity [GO:0022839]; pH-gated sodium channel activity [GO:0160125]; voltage-gated sodium channel activity [GO:0005248],ASIC3
Porites_compressa_HIv1___RNAseq.g9367.t1,calcium,,Q05586,3.67e-50,"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1) (hNR1)","brain development [GO:0007420]; calcium ion homeostasis [GO:0055074]; calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; chemical synaptic transmission [GO:0007268]; excitatory chemical synaptic transmission [GO:0098976]; excitatory postsynaptic potential [GO:0060079]; ionotropic glutamate receptor signaling pathway [GO:0035235]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of transcription by RNA polymerase II [GO:0045944]; propylene metabolic process [GO:0018964]; protein heterotetramerization [GO:0051290]; regulation of membrane potential [GO:0042391]; regulation of monoatomic cation transmembrane transport [GO:1904062]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of synaptic plasticity [GO:0048167]; response to ethanol [GO:0045471]; response to glycine [GO:1905429]; sodium ion transmembrane transport [GO:0035725]; visual learning [GO:0008542]",GO:0001540; GO:0004972; GO:0005509; GO:0005516; GO:0005737; GO:0005789; GO:0005886; GO:0006812; GO:0007268; GO:0007420; GO:0008021; GO:0008542; GO:0009986; GO:0010524; GO:0014069; GO:0015280; GO:0016594; GO:0016595; GO:0017146; GO:0018964; GO:0022849; GO:0030425; GO:0034702; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0043083; GO:0043195; GO:0043197; GO:0044877; GO:0045202; GO:0045211; GO:0045471; GO:0045944; GO:0048167; GO:0048168; GO:0051290; GO:0051968; GO:0055074; GO:0060076; GO:0060079; GO:0070588; GO:0097060; GO:0097553; GO:0098655; GO:0098839; GO:0098878; GO:0098976; GO:0160212; GO:1903428; GO:1904062; GO:1905429; GO:2000463,cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; excitatory synapse [GO:0060076]; monoatomic ion channel complex [GO:0034702]; neuron projection [GO:0043005]; neurotransmitter receptor complex [GO:0098878]; NMDA selective glutamate receptor complex [GO:0017146]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; synaptic cleft [GO:0043083]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195],amyloid-beta binding [GO:0001540]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; glutamate binding [GO:0016595]; glutamate-gated calcium ion channel activity [GO:0022849]; glycine binding [GO:0016594]; glycine-gated cation channel activity [GO:0160212]; ligand-gated sodium channel activity [GO:0015280]; NMDA glutamate receptor activity [GO:0004972]; protein-containing complex binding [GO:0044877]; signaling receptor activity [GO:0038023],"Glutamate receptor ionotropic, NMDA 1"
Porites_compressa_HIv1___RNAseq.g9672.t1,Sodium_calcium_exchanger,,Q8L636,1.79e-60,Sodium/calcium exchanger NCL (Na(+)/Ca(2+)-exchange protein NCL) (Protein NCX-like) (AtNCL),calcium ion homeostasis [GO:0055074]; cellular response to salt stress [GO:0071472],GO:0000325; GO:0003729; GO:0005432; GO:0005509; GO:0005773; GO:0005774; GO:0005886; GO:0009506; GO:0016020; GO:0055074; GO:0071472,membrane [GO:0016020]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773],calcium ion binding [GO:0005509]; calcium:sodium antiporter activity [GO:0005432]; mRNA binding [GO:0003729],Sodium/calcium exchanger NCL
Porites_compressa_HIv1___RNAseq.g9813.t1,calcium,,Q05586,7.1e-53,"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1) (hNR1)","brain development [GO:0007420]; calcium ion homeostasis [GO:0055074]; calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; chemical synaptic transmission [GO:0007268]; excitatory chemical synaptic transmission [GO:0098976]; excitatory postsynaptic potential [GO:0060079]; ionotropic glutamate receptor signaling pathway [GO:0035235]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of reactive oxygen species biosynthetic process [GO:1903428]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of transcription by RNA polymerase II [GO:0045944]; propylene metabolic process [GO:0018964]; protein heterotetramerization [GO:0051290]; regulation of membrane potential [GO:0042391]; regulation of monoatomic cation transmembrane transport [GO:1904062]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of synaptic plasticity [GO:0048167]; response to ethanol [GO:0045471]; response to glycine [GO:1905429]; sodium ion transmembrane transport [GO:0035725]; visual learning [GO:0008542]",GO:0001540; GO:0004972; GO:0005509; GO:0005516; GO:0005737; GO:0005789; GO:0005886; GO:0006812; GO:0007268; GO:0007420; GO:0008021; GO:0008542; GO:0009986; GO:0010524; GO:0014069; GO:0015280; GO:0016594; GO:0016595; GO:0017146; GO:0018964; GO:0022849; GO:0030425; GO:0034702; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0043083; GO:0043195; GO:0043197; GO:0044877; GO:0045202; GO:0045211; GO:0045471; GO:0045944; GO:0048167; GO:0048168; GO:0051290; GO:0051968; GO:0055074; GO:0060076; GO:0060079; GO:0070588; GO:0097060; GO:0097553; GO:0098655; GO:0098839; GO:0098878; GO:0098976; GO:0160212; GO:1903428; GO:1904062; GO:1905429; GO:2000463,cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; excitatory synapse [GO:0060076]; monoatomic ion channel complex [GO:0034702]; neuron projection [GO:0043005]; neurotransmitter receptor complex [GO:0098878]; NMDA selective glutamate receptor complex [GO:0017146]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; synaptic cleft [GO:0043083]; synaptic membrane [GO:0097060]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195],amyloid-beta binding [GO:0001540]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; glutamate binding [GO:0016595]; glutamate-gated calcium ion channel activity [GO:0022849]; glycine binding [GO:0016594]; glycine-gated cation channel activity [GO:0160212]; ligand-gated sodium channel activity [GO:0015280]; NMDA glutamate receptor activity [GO:0004972]; protein-containing complex binding [GO:0044877]; signaling receptor activity [GO:0038023],"Glutamate receptor ionotropic, NMDA 1"
Porites_compressa_HIv1___RNAseq.g9850.t1,"SLC24, Sodium_calcium_exchanger",,Q925Q3,8.74e-120,"Mitochondrial sodium/calcium exchanger protein (Na(+)/K(+)/Ca(2+)-exchange protein 6) (Sodium/calcium exchanger protein, mitochondrial) (Sodium/potassium/calcium exchanger 6) (Solute carrier family 24 member 6) (Solute carrier family 8 member B1)",calcium export from the mitochondrion [GO:0099093]; calcium ion transmembrane transport [GO:0070588]; glucose homeostasis [GO:0042593]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of insulin secretion [GO:0050796]; regulation of lymphocyte chemotaxis [GO:1901623]; regulation of store-operated calcium entry [GO:2001256]; sodium ion transmembrane transport [GO:0035725],GO:0005432; GO:0005739; GO:0005743; GO:0005886; GO:0006851; GO:0030061; GO:0031966; GO:0035725; GO:0042383; GO:0042593; GO:0042803; GO:0050796; GO:0051480; GO:0051560; GO:0070588; GO:0086036; GO:0086038; GO:0099093; GO:1901623; GO:2001256,mitochondrial crista [GO:0030061]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],calcium:sodium antiporter activity [GO:0005432]; calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential [GO:0086038]; protein homodimerization activity [GO:0042803],Mitochondrial sodium/calcium exchanger protein
Porites_compressa_HIv1___TS.g10014.t1,calcium,,P30543,4.57e-16,Adenosine receptor A2a,"adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; apoptotic signaling pathway [GO:0097190]; astrocyte activation [GO:0048143]; eating behavior [GO:0042755]; excitatory postsynaptic potential [GO:0060079]; G protein-coupled adenosine receptor signaling pathway [GO:0001973]; G protein-coupled receptor signaling pathway [GO:0007186]; inhibitory postsynaptic potential [GO:0060080]; locomotory behavior [GO:0007626]; membrane depolarization [GO:0051899]; negative regulation of alpha-beta T cell activation [GO:0046636]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of inflammatory response [GO:0050728]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of vascular permeability [GO:0043116]; neuron projection morphogenesis [GO:0048812]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glutamate secretion [GO:0014049]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of protein secretion [GO:0050714]; positive regulation of synaptic transmission, GABAergic [GO:0032230]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of urine volume [GO:0035810]; prepulse inhibition [GO:0060134]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of calcium ion transport [GO:0051924]; regulation of DNA-templated transcription [GO:0006355]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of norepinephrine secretion [GO:0014061]; response to alkaloid [GO:0043279]; response to amphetamine [GO:0001975]; response to caffeine [GO:0031000]; response to purine-containing compound [GO:0014074]; response to xenobiotic stimulus [GO:0009410]; synaptic transmission, cholinergic [GO:0007271]; synaptic transmission, dopaminergic [GO:0001963]; synaptic transmission, glutamatergic [GO:0035249]; vasodilation [GO:0042311]",GO:0000139; GO:0001609; GO:0001963; GO:0001973; GO:0001975; GO:0005516; GO:0005882; GO:0005886; GO:0006355; GO:0007186; GO:0007189; GO:0007200; GO:0007271; GO:0007626; GO:0008285; GO:0008289; GO:0009410; GO:0014049; GO:0014057; GO:0014061; GO:0014074; GO:0016020; GO:0019899; GO:0030424; GO:0030425; GO:0030673; GO:0031000; GO:0031802; GO:0032230; GO:0032279; GO:0035249; GO:0035810; GO:0042311; GO:0042734; GO:0042755; GO:0042802; GO:0043025; GO:0043116; GO:0043279; GO:0043524; GO:0044877; GO:0045211; GO:0045938; GO:0046636; GO:0048143; GO:0048786; GO:0048812; GO:0050714; GO:0050728; GO:0051393; GO:0051881; GO:0051899; GO:0051924; GO:0051968; GO:0060079; GO:0060080; GO:0060134; GO:0070374; GO:0097190; GO:0098978; GO:0099171; GO:1900273; GO:2001235,asymmetric synapse [GO:0032279]; axolemma [GO:0030673]; axon [GO:0030424]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; intermediate filament [GO:0005882]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone [GO:0048786]; presynaptic membrane [GO:0042734],alpha-actinin binding [GO:0051393]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; G protein-coupled adenosine receptor activity [GO:0001609]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; protein-containing complex binding [GO:0044877]; type 5 metabotropic glutamate receptor binding [GO:0031802],Adenosine receptor A2a
Porites_compressa_HIv1___TS.g10172.t1,TRP,,Q8R4F0,1e-108,Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3),inner ear auditory receptor cell differentiation [GO:0042491]; locomotory behavior [GO:0007626],GO:0000421; GO:0005253; GO:0005267; GO:0005272; GO:0005737; GO:0005886; GO:0007626; GO:0008289; GO:0031901; GO:0031902; GO:0042491; GO:0060171,autophagosome membrane [GO:0000421]; cytoplasm [GO:0005737]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; stereocilium membrane [GO:0060171],lipid binding [GO:0008289]; monoatomic anion channel activity [GO:0005253]; potassium channel activity [GO:0005267]; sodium channel activity [GO:0005272],Mucolipin-3
Porites_compressa_HIv1___TS.g10273.t1,calcium,,Q866A2,1.04e-65,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"acetylcholine receptor signaling pathway [GO:0095500]; associative learning [GO:0008306]; B cell activation [GO:0042113]; behavioral response to ethanol [GO:0048149]; behavioral response to nicotine [GO:0035095]; calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; endocytosis [GO:0006897]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; generation of ovulation cycle rhythm [GO:0060112]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure [GO:0001988]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; regulation of amyloid fibril formation [GO:1905906]; regulation of membrane potential [GO:0042391]; regulation of norepinephrine secretion [GO:0014061]; regulation of synapse structural plasticity [GO:0051823]; regulation of synaptic transmission, dopaminergic [GO:0032225]; response to amyloid-beta [GO:1904645]; response to cold [GO:0009409]; response to food [GO:0032094]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; short-term memory [GO:0007614]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]; T cell activation [GO:0042110]",GO:0001540; GO:0001666; GO:0001988; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0006897; GO:0007165; GO:0007268; GO:0007271; GO:0007614; GO:0008284; GO:0008306; GO:0009409; GO:0009897; GO:0014061; GO:0015464; GO:0015643; GO:0016324; GO:0017081; GO:0022848; GO:0030317; GO:0030425; GO:0030673; GO:0032094; GO:0032225; GO:0032691; GO:0032715; GO:0032720; GO:0034220; GO:0035094; GO:0035095; GO:0042110; GO:0042113; GO:0042166; GO:0042391; GO:0042734; GO:0042803; GO:0043005; GO:0043124; GO:0043410; GO:0045202; GO:0045766; GO:0048149; GO:0050728; GO:0050890; GO:0050893; GO:0051649; GO:0051823; GO:0060112; GO:0070374; GO:0095500; GO:0097061; GO:0098839; GO:0098978; GO:0098981; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1904645; GO:1905906; GO:2000463,acetylcholine-gated channel complex [GO:0005892]; apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cholinergic synapse [GO:0098981]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; presynaptic membrane [GO:0042734]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Porites_compressa_HIv1___TS.g10543.t1,calcium,,P36544,2.07e-84,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),acetylcholine receptor signaling pathway [GO:0095500]; calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; dendrite arborization [GO:0140059]; dendritic spine organization [GO:0097061]; excitatory postsynaptic potential [GO:0060079]; intracellular calcium ion homeostasis [GO:0006874]; learning or memory [GO:0007611]; ligand-gated ion channel signaling pathway [GO:1990806]; memory [GO:0007613]; modulation of excitatory postsynaptic potential [GO:0098815]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein metabolic process [GO:0051247]; regulation of amyloid fibril formation [GO:1905906]; regulation of amyloid precursor protein catabolic process [GO:1902991]; regulation of membrane potential [GO:0042391]; response to acetylcholine [GO:1905144]; response to amyloid-beta [GO:1904645]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; sensory processing [GO:0050893]; short-term memory [GO:0007614]; signal transduction [GO:0007165]; synapse organization [GO:0050808]; synaptic transmission involved in micturition [GO:0060084],GO:0001540; GO:0001666; GO:0004888; GO:0005216; GO:0005262; GO:0005789; GO:0005886; GO:0005892; GO:0006811; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007611; GO:0007613; GO:0007614; GO:0008284; GO:0015464; GO:0015643; GO:0016020; GO:0017081; GO:0022848; GO:0030425; GO:0032720; GO:0034220; GO:0034703; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043124; GO:0043410; GO:0044853; GO:0045202; GO:0045211; GO:0045766; GO:0050808; GO:0050890; GO:0050893; GO:0051247; GO:0060079; GO:0060084; GO:0070374; GO:0095500; GO:0097061; GO:0098794; GO:0098815; GO:0098878; GO:0140059; GO:1900016; GO:1900273; GO:1902004; GO:1902430; GO:1902991; GO:1904645; GO:1905144; GO:1905906; GO:1990806; GO:2000463,acetylcholine-gated channel complex [GO:0005892]; cation channel complex [GO:0034703]; dendrite [GO:0030425]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; neuron projection [GO:0043005]; neurotransmitter receptor complex [GO:0098878]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynapse [GO:0098794]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; calcium channel activity [GO:0005262]; chloride channel regulator activity [GO:0017081]; monoatomic ion channel activity [GO:0005216]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643]; transmembrane signaling receptor activity [GO:0004888],Neuronal acetylcholine receptor subunit alpha-7
